SITECODE,AWSNO,FIELDNAME,FROM_DATE,TO_DATE,DATETYPE,CONTINUING,DESCRIPTION
T05,,,22-Apr-14,22-Apr-14,D,N,22/04/2014 12:00 to 18:00 AWS serviced by Campbell Scientific so values may be inaccurate
T06,,SWATER,27-Jan-93,27-Jan-93,D,N,SWATER values negative (out of range) - set to null
T06,,SURWET,29-Mar-93,25-May-93,R,,Surface Wetness values known to be invalid between 14.00 29-MAR-93 and 24.00 25-MAY-93 - set to null
T06,,,29-Mar-93,08-Oct-93,R,N,"Correction multipliers applied to ALBSKY(1.2627),ALBGRD(1.0999),NETRAD(1.0085),DRYTMP(0.9981),WETTMP(0.998),STMP10(0.9978),STMP30(1.0006),WDIR(0.992),SOLAR(0.7599) from 29-MAR-93,14:00 to 8-OCT-93,8:00"
T06,,WETTMP,13-Oct-93,16-Mar-94,R,N,Wet bulb temperature suspect - wick may not have covered bulb completely
T06,,SOLAR,08-Oct-93,21-Mar-94,R,N,Solarimeter removed for calibration check
T06,,SURWET,10-Mar-95,10-Mar-95,D,N,Surface Wetness Indicator moved to recommended 6 ins. above ground
T06,,WETTMP,10-Mar-95,10-Mar-95,D,N,AWS: New wet bulb inserted
T06,,NETRAD,10-Mar-95,10-Mar-95,D,N,New AWS Net Radiometer Dome fitted
T06,,SWATER,01-Jan-98,30-Jun-98,R,Y,Values incorrect. Gypsum block replaced with thetaprobe but not operating correctly yet.
T06,,RAIN,23-Oct-98,11-Nov-98,R,N,"Blockage between 23-Oct-1998 and 11-Nov-1998 and rainwater seeped through at a fairly constant rate registering 0.2mm every couple of hours. Obstruction cleared between 11:00 and 12:00 11-Nov-1998 resulting in large rainfall value of 36.2mm. May have been a loss of 18.5mm of rainwater due
to overspill during this period."
T06,,,11-Jan-00,26-Jan-00,R,N,Some missing values as there was a problem while fitting the Theta Probe.  Its is now in operation and any suspect data was removed at the site.
T06,,,03-Nov-03,03-Nov-03,R,N,Theta probe re-buried 3-Nov-2003 14:20 at correct 20cm depth
T06,,,01-Oct-04,30-Nov-04,R,N,"AWS down, data lost"
T06,,SWATERT,11-Apr-05,11-Apr-05,D,N,13:00  found damage to theta-probe cabling although only to outer sheath and armour/ground. Cut out damaged section and repaired wiring using electrical block and electrical tape.
T06,,NETRAD,11-Apr-05,12-Apr-05,R,N,Disconnected net-radiometer wiring to accommodate the replacement of upper dome which had collapsed.  Reconnected 12/04/2005 09:58.
T06,,,03-May-05,03-May-05,D,N,11:00 to 12:00 cleaned sensors. Kipp solarimeter domes full of condensation.
T06,,,05-May-05,05-May-05,D,N,13:00 tried changing silica gel in pyranometer but top of canister sheared off.
T06,,,10-May-05,10-May-05,D,N,10:00 removed pyranometer to send to Campbell for servicing.
T06,,NETRAD,22-Apr-05,17-May-05,R,N,"Net radiometer removed for servicing 22-Apr-05, re-instated 17-May-05 with logger program updated with new multiplier."
T06,,,23-Jun-05,23-Jun-05,D,N,"10:00 to 12:00 grass was cut; rain gauge, net-radiometer, albedo sensors, wetness sensor and solar panel were all cleaned.  This whole period should be seen as maintenance as shadows were being cast on aerial sensors throughout the grass cutting."
T06,,,11-Jul-05,11-Jul-05,D,N,"13:00 to 15:00 - installation of Kipp & Zonen Pyranometer s/n 920700, climbing a ladder.  All aerial sensors on mast will have been affected by human presence i.e. abedo sky/ground, net-radiometer, wind speed/direction."
T06,,WETTMP,18-Jul-05,18-Jul-05,D,N,09:00 - changed wet bulb wick
T06,,,02-Aug-05,02-Aug-05,D,N,"12:00 to 13:00 - cleaned aerial sensors: rain gauge, net-radiometer, albedo sky/ground, anemometer, wetness sensor and solar panel."
T06,,,01-Sep-05,01-Sep-05,D,N,"09:00 to 10:00 - cleaned aerial sensors: net-radiometer, albedo sky/ground, wetness sensor, solar panel."
T06,,,03-Oct-05,03-Oct-05,D,N,10:00 to 11:00 : Repositioned datalogger which meant undoing wetness sensor.
T06,,,10-Oct-05,10-Oct-05,D,N,"09:00 to 10:00: cleaned net-radiometer, albedo sky/ground, wetness sensor, rain gauge and solar panel."
T06,,,17-Oct-05,17-Oct-05,D,N,09:00 to 10:00: changed the aspect of the wetness sensor from approx south-east to north.
T06,,,01-Nov-05,07-Nov-05,D,N,Lost data from 10:00 01/11/2005 to 16:00 07/11/2005 due to fuse blowing during re-wiring connection for soil moisture probe to accommodate CS616.
T06,,,07-Nov-05,07-Nov-05,D,N,"14:00 to 16:00: inserted new soil moisture probe at a depth of 20cm (placement
Horizontal) - Water Content Reflectometer type CS616 from Campbell Scientific. Updated DLD instruction program from DB_D3216.DLD to
RB_D3216.DLD"
T06,,,08-Nov-05,08-Nov-05,D,N,14:00 to 15:00: resent DLD program to logger with correct number of cycles i.e 150 for CS616.  All sensors now on-line.
T06,,,14-Nov-05,14-Nov-05,D,N,"10:00 to 11:00: cleaned net-radiometer, albedo sensors, wetness sensor and solar panel.  Changed wick to wet bulb thermistor and topped up reservoir."
T06,,WETTMP,15-Nov-05,18-Nov-05,R,N,Wet bulb reading higher than dry bulb during the hours of 16:00 to 22:00 inclusive 15- to 17-Nov-2005.  18-Nov-2005 11:00 to 12:00 found wet bulb wick to be dry.  Topped up reservoir and wetted wick making sure it was fully inserted into wick inlet of reservoir.
T06,,,21-Nov-05,21-Nov-05,D,N,"14:00 to 15:00: grass cut, cleaned rain gauge"
T06,,,05-Dec-05,05-Dec-05,D,N,"10:00 to 11:00: cleaned surfaces of net-radiometer, albedo sensors, wetness sensor, rain gauge and solar panel. Topped up reservoir of wet bulb thermometer."
T06,,,05-Jan-06,05-Jan-06,D,N,15:00 to 16:00 cleaned aerial sensors except rain gauge.
T06,,,09-Feb-06,09-Feb-06,D,N,10:00 to 12:00 servicing of AWS by Mike Stroud (CEH Wallingford).
T06,,,15-Feb-06,15-Feb-06,D,N,11:00 to 12:00 servicing of net-radiometer and wet/dry bulb screen by Mike Stroud (CEH Wallingford).
T06,,,03-Apr-06,03-Apr-06,D,N,09:00 to 10:00 changed wick to wet bulb and topped up reservoir with distilled water.
T06,,,04-Apr-06,04-Apr-06,D,N,08:00 to 09:00 pyranometer- replaced silica gel; cleaned domes and radiation shield.
T06,,,04-May-06,04-May-06,D,N,08:00 to 09:00 cleaned aerial sensors except rain gauge.
T06,,,05-Jun-06,05-Jun-06,D,N,"10:00 to 11:00 cleaned net-radiometer, albedos, rain gauge, solar panel; changed wet bulb wick and topped up reservoir."
T06,,,20-Jun-06,20-Jun-06,D,N,09:00 to 11:00 grass was cut around ECN AWS.
T06,,,18-Sep-06,18-Sep-06,D,N,13:00 to 14:00 changed wick to wet bulb and topped up reservoir with distilled water.
T06,,,16-Oct-06,16-Oct-06,D,N,"09:00 to 10:00 : Cleaned rain gauge, albedo sensors, wetness sensor and net-radiometer with de-ionised water."
T06,,,10-Nov-06,10-Nov-06,D,N,10:00 to 11:00 : Cut grass around instruments.
T06,,,18-Dec-06,18-Dec-06,D,N,"10:00 to 11:00 : Cleaned albedo sensors, wetness sensor, net-radiometer and solar radiometer with de-ionised water.  Changed silica gel to both net-radiometer and solar radiometer."
T06,,,22-Jan-07,22-Jan-07,D,N,10:00 to 11:00: Changed wet-bulb wick.
T06,,,23-Apr-07,23-Apr-07,D,N,"09:00 to 10:00 - cleaned net radiometer, albedo sky and ground, solar panel"
T06,,,22-May-07,22-May-07,D,N,14:00 to 15:00 - measurements lost due to failed attempt to install new wind sensors
T06,,WETTMP,04-Jun-07,04-Jun-07,D,N,09:00 to 10:00 - replaced wet bulb wick
T06,,,05-Jun-07,05-Jun-07,D,N,14:00 to 15:00 - measurements lost due to the installation of new wind sensors - old wind sensors decommissioned
T06,,,25-Jun-07,25-Jun-07,D,N,14:00 to 15:00 - replaced silica gel to net-radiometer and Kipp solarimeter; cleaned all aerial sensors
T06,,,28-Jun-07,28-Jun-07,D,N,10:00 to 11:00 - cut grass around AWS
T06,,,24-Sep-07,24-Sep-07,D,N,09:00 to 10:00 - replaced wet bulb wick
T06,,,26-Nov-07,26-Nov-07,D,N,10:00 to 11:00 : Cut grass around masts.
T06,,,03-Dec-07,03-Dec-07,D,N,09:00 to 10:00 : cleaned aerial sensors on main mast and rain gauge.
T06,,,14-Jan-08,14-Jan-08,D,N,10:00 to 11:00 : cleaned aerial sensors and changed wet bulb wick.
T06,,,18-Feb-08,18-Feb-08,D,N,14:00 to 15:00 : cleaned pyranometer and replaced silica gel to pyranometer and net radiometer
T06,,RAIN,21-Apr-08,21-Apr-08,R,N,"Raingauge filter blocked with a little water in funnel, removed filter allowing water to enter gauge and cleaned it. Blockage seems to have occurred approximately 19:00 21-Apr-2008, some water was able to drip through though.
Have therefore removed rainfall data from 1900 21-Apr-2008 to 1000 22-Apr-2008."
T06,,,28-Apr-08,28-Apr-08,D,N,09:00 to 10:00 : Cleaned net-radiometer and albedo sky/ground sensors.
T06,,,12-May-08,12-May-08,D,N,09:00 to 10:00 : Changed wet bulb wick.
T06,,,17-Jun-08,17-Jun-08,D,N,"09:30 to 11:00 : Grass around AWS was cut. New cutting regime, the grass is to be cut more regularly, at same time as main weather station, rather than twice a year in June and October to coincide with Park Grass."
T06,,,22-Jul-08,22-Jul-08,D,N,16:30: Grass around AWS was cut.
T06,,,12-Aug-08,12-Aug-08,D,N,15:45: Grass around AWS was cut.
T06,,,21-Aug-08,21-Aug-08,D,N,14:00 to 15:00 : Changed silica gel to net-radiometer and Kipp solarimeter; cleaned domes.
T06,,,22-Aug-08,22-Aug-08,D,N,09:00 to 10:00 : Replaced battery units.
T06,,,26-Aug-08,26-Aug-08,D,N,15:30 to 16:00: Grass around AWS was cut.
T06,,,10-Sep-08,10-Sep-08,D,N,15:30 to 16:00: Grass around AWS was cut.
T06,,,22-Sep-08,22-Sep-08,D,N,15:30 to 16:00: Grass around AWS was cut.
T06,,WETTMP,31-Oct-08,31-Dec-08,R,N,At various times the wet bulb reading is higher than the dry bulb; probable cause wet bulb wick frozen.
T06,,WETTMP,09-Apr-09,09-Apr-09,D,N,08:00 to 09:00 - changed wet bulb wick.
T06,,,20-Apr-09,20-Apr-09,D,N,08:15 to 08:35 - grass cut.
T06,,,15-Jun-09,15-Jun-09,D,N,08:00 to 16:00 - grass cut with different equipment during day.
T06,,,01-Jan-09,30-Jun-09,R,N,"Wet bulb found to be higher than dry bulb on occasion: values not deleted.  
Possible that wet bulb frozen or dried out."
T06,,,26-Aug-09,26-Aug-09,D,N,Grass was cut
T06,,,07-Oct-09,07-Oct-09,D,N,Found rain gauge blocked - moved reading of water in funnel to 09:00 day 280 (7-Oct-2008) as there had been no rain between the hours of  09:00 and       13:00 - don't know when blockage occurred but funnel was empty at 09:00 day 278 (5-Oct-2009).
T06,,,19-Oct-09,19-Oct-09,D,N,09:00 to 10:00 replaced silica gel to net radiometer and pyranometer ; cleaned domes.
T06,,,01-Dec-09,01-Dec-09,D,N,09:00 to 10:00 replaced wet bulb wick.
T06,,,22-Dec-09,22-Dec-09,D,N,"10:00 to 11:00 : found wind vane and anemometer frozen up,  unfrozen by holding. Looking at data freezing took place sometime after 01:00."
T06,,RAIN,16-Dec-09,22-Dec-09,R,N,Rain Gauge had snow present in funnel.
T06,,RAIN,22-Dec-09,23-Dec-09,R,N,"23-DEC-2009 13:00 - Emptied rain gauge of snow into a pre-weighed collection bottle, brought back to lab and weighed. Calculated amount of rainfall using equation : weight of water (g) (1g H2O = 1cm3 H2O) / cross-sectional area (pi x r x r) (cm3) = cm of rain water x10 = mm of rain water, giving value of 7.8.  No snow or rain has fallen today or yesterday (22/12/2009) since last recorded measure."
T06,,,01-Jul-09,31-Dec-09,R,N,At various times the wet bulb reading is higher than the dry bulb; probable cause wet bulb wick frozen.
T06,,,06-Jan-10,06-Jan-10,D,N,13:00  - measured snow trapped in rain gauge funnel as 7.9mm
T06,,,08-Jan-10,08-Feb-10,R,N,09:00 - measured snow trapped in rain gauge funnel as 0.1mm.  Otherwise snow thawed or melted on contact with funnel.
T06,,,12-Apr-10,12-Apr-10,D,N,Changed wet bulb wick
T06,,,01-Jan-10,30-Apr-10,R,N,At various times the wet bulb reading is higher than the dry bulb; probable cause wet bulb wick frozen.
T06,,WETTMP,14-Jun-10,14-Jun-10,D,N,Changed wet bulb wick
T06,,NETRAD,31-Aug-10,02-Sep-10,R,N,"31-AUG-2010 09:00 to 11:00 -  found upper dome of net-radiometer damaged and lower dome full of water.  Replaced both domes and changed silica gel.
02-SEP-2010 10:00 to 11:00 -   checked on domes following replacement. Quite heavy condensation on inside of domes. Removed domes wiped dry with tissue and replaced. Checked silica gel which was okay."
T06,AWS1,"SWATER, SWATER_T",29-Mar-93,28-Feb-15,R,N,Complete soil water dataset (for AWS1) changed due to the incorrect formula having been applied to calculate soil moisture content.  Some of the data (from 1997 to 2005) could not be back-corrected to site managers satisfaction and has been deleted.  The site manager also removed some other 'spurious data' - details available from Rothamsted Research.
T06,,,28-Oct-15,31-Dec-99,R,Y,"There appears to be a reduction in the maximum amount of water around the soil moisture probe due to the installation of a land drain. This drain has diverted some of the water which flowed from the adjacent field, to west of the Rothmasted Met Station, through the soil past the soil moisture probe of ECN AWS 02. The work for the drain started on 28-Oct-2015 (Day 301) and took about a week to install."
T07,,NETRAD,03-May-94,03-May-94,D,N,Net Radiometer values above range maximum of 700
T07,,NETRAD,19-Jun-94,19-Jun-94,D,N,Net Radiometer values above range maximum of 700
T07,,NETRAD,26-Jul-94,26-Jul-94,D,N,Net Radiometer values above range maximum of 700
T07,,ALBGRD,01-Nov-93,01-Mar-95,R,Y,Albedometer-ground - values look strange - range is only 54 to 84! Needs investigation
T07,,NETRAD,23-Jan-97,23-Jan-97,D,N,Silica gel changed.
T07,,WETTMP,26-Feb-97,26-Feb-97,D,N,Wet bulb probe replaced.
T07,,NETRAD,19-Mar-97,19-Mar-97,D,N,Net radiometer domes changed.
T07,,SWATER_T,06-Aug-97,06-Aug-97,D,N,Theta-probe installed and operating
T07,,WETTMP,01-Aug-97,05-Sep-97,R,N,Wet bulb readings suspect.
T07,,WETTMP,05-Sep-97,05-Sep-97,D,N,Wet bulb sensor changed as suspect values logged during August.
T07,,SWATER,16-Jul-99,16-Jul-99,D,N,SWATER 16/7/99 03:00 to 06:00 have been removed. Values showed a huge jump accompanied with odd battery voltages suggesting some sort of short. Other data seemed unaffected and the instruments have been ok since but Gordon thought it best to remove data.
T07,,SWATER,16-Jul-99,16-Jul-99,,,Records for soil moisture for July 16 (300 - 600) have been removed. Values showed a huge jump accompanied with very odd battery voltage output suggesting some sort of short.  Other data seemed unaffected and the instrument has been ok since.
T07,,,29-Oct-99,03-Nov-99,R,N,Cattle broke into the station on 29th October. While damage appeared to be minimal a wire was torn from the albedometer and this appeared to affect the operation of several other instruments for reasons which are unclear. Therefore all data removed.
T07,,,01-Dec-99,31-Dec-99,D,N,All data removed whenever batter voltage less than 10 volts due to odd values occuring when there was dull weather i.e. the solar panel not working efficiently.   Wet bulb values removed as the sensor was found to be reading high compared with the dry bulb.
T07,,WETTMP,01-Jan-00,31-Mar-00,R,Y,Still problems with the web bulb sensors.  OK for a period and then drift off so most of the data has been removed for this period.  Have changed the sensors with the dry bulb sensor as it seems to be better sealed against moisture to see if this helps.
T07,,,07-Apr-02,07-Apr-02,D,N,"At 0800 there is an unusually low soil moisture value recorded together with a low battery voltage recording suggesting some fault.  However, everything around this seems to be OK so the data were left in the database."
T07,,,01-Nov-02,31-Dec-02,R,N,There was a fault with the albedometer readings.  The albedometer was tested on another logger and the readings were expected.  So there was a fault somewhere in the logger connections probably due to moisture - so these data were removed
T07,,,16-Jun-03,16-Jun-03,D,N,The sky albedometer dome was found to be slightly damaged by birds on 16 June and was replaced later that day.
T07,,,01-Sep-03,30-Sep-03,R,N,Some soil moisture records for September removed at site due to low records associated with low battery values.
T07,,,09-Mar-04,09-Mar-04,D,N,AWS serviced
T07,,RAIN,08-Jul-04,08-Jul-04,D,N,New raingauge installed.
T07,,WSPEED,08-Jul-04,02-Aug-04,R,N,"Broken wire on wind speed gauge, data lost."
T07,,STMP10,12-Nov-04,12-Nov-04,D,N,10cm soil temperature sensor replaced.
T07,,SWATER,01-Apr-05,31-May-05,R,N,April/May 2005 readings may be suspect - June readings omitted until probe replaced.
T07,,,25-Apr-06,25-Apr-06,D,Y,"AWS serviced. Some sensors found to be drifting, offsets adjusted to account for this."
T07,,,09-Jan-07,10-Jan-07,R,N,Missing values around 9/10 January due to the battery going flat in the dull weather.  Soil moisture data still missing for all months.
T07,,RH,25-Jan-13,22-May-13,R,Y,"25-Jan-2013 16:00 to 13-Feb-2013 12:00 Noted fault in relative humidity sensor.
13-Feb-2013 12:00 to 13:00 New sensor fitted.
20-May-2013 04:00 to 22-May-2013 11:00 Noted fault in relative humidity sensor, some readings given."
T07,,,05-Dec-13,05-Dec-13,D,N,05-Dec-2013 09:00 to 10:00 Suspect rain gauge readings.  Back up rain gauge read 2.4 mm and 1.8 mm respectively.
T07,,RH,22-Apr-14,07-May-14,R,N,"Humidity sensor not functioned properly.  Readings over 100 replaced with 100 and temp. under recording temperature, applies to:
22-Apr-2014 09:00 to 23-Apr-2014 11:00
25-Apr-2014 04:00 to 26-Apr-2014 16:00
26-Apr-2014 23:00 to 29-Apr-2014 10:00
30-Apr-2014 08:00 to 02-May-2014 08:00
03-May-2014 20:00 to 05-May-2014 08:00
New HMP45AC relative humidity sensor deployed 07-May-2014 10:00 to 07-May-2014 12:00"
T07,,,03-Jun-14,04-Jun-14,R,N,"03-Jun-2014 23:00 to 04-Jun-2014 10:00 Rain data from backup raingauge approx. 10m away
04-Jun-2014 05:00 ARG100 raingauge becomes blocked, probably now
04-Jun-2014 06:00 Lots of dead insects block [raingauge], heavy rain started 5am
04-Jun-2014 10:00 Cleared rain gauge blockage and did a test tip, approx 1 litre water in gauge, reading for the hour was 2.412mm"
T08,,SWATER,27-Oct-92,10-Jun-93,R,,"Gypsum block (SWATER) at depth of 25cm (ECN standard is 20cm). Soil water potential and surface water measurements are non-standard, and stored as DATID=4 (fields in DATID=3 set to null"
T08,,SWATER,10-Jun-93,10-Jun-93,D,,"AWS serviced. 1 hour data lost. Gypsum block (SWATER) replaced, new one wetted and located at ECN standard depth of 20cm. Net radiometer domes replaced."
T08,,SWATER,10-Jun-93,14-Jun-93,R,,Gypsum block (SWATER) wetted on 10-JUN-93 - may affect SWATER values for a few days afterwards. (14-JUN-93 set as arbitrary limit).
T08,,ALBGRD,27-Oct-92,27-Feb-95,R,N,Albedo-ground multiplier not optimal at 72.674. Changed to 95.42 on 27-FEB-95. To be back-corrected
T08,,ALBSKY,27-Oct-92,27-Feb-95,R,N,Albedo-sky multiplier not optimal at 87.704. Changed to 97.66 on 27-FEB-95. To be back-corrected
T08,,NETRAD,03-Mar-95,03-Mar-95,D,N,Net Radiometer value -152 out of range. Left in as unusually bright day with snow on ground
T08,,STMP10,13-Mar-92,13-Dec-95,R,N,Soil temperature values suspect from 1992-1995 - instrument error and drift. Values set to null in d1ma_wyt. Original data stored in table suspect_d1ma_wyt.
T08,,STMP30,27-Oct-92,13-Dec-95,R,N,"Soil thermometer at 30cm checked on 13-DEC-95 and found to be biased by +5.7 degrees! Possible drift error, but unknown start date"
T08,,WETTMP,13-Dec-95,13-Dec-95,D,N,Wet bulb thermometer found to be biased by +0.279 degrees. Logger program altered to correct from 13-DEC-95
T08,,DRYTMP,13-Dec-95,13-Dec-95,D,N,Dry bulb thermometer found to be biased by +0.12 degrees. Logger program altered to correct from 13-DEC-95
T08,,STMP30,13-Mar-92,13-Dec-95,R,N,Soil temperature values suspect from 1992-1995 - instrument error and drift. Values set to null in d1ma_wyt. Original data stored in table suspect_d1ma_wyt.
T08,,NETRAD,13-Dec-95,20-Dec-95,R,N,Net radiometer sensor removed to re-black active surfaces. Temporary sensor inserted in mean time
T08,,STMP30,13-Dec-95,20-Dec-95,R,N,Faulty soil thermometer at 30cm replaced with new on 20-DEC-95
T08,,STMP10,13-Dec-95,20-Dec-95,R,N,Faulty soil thermometer removed and replaced with new on 20-DEC-95
T08,,SWATER,14-Oct-95,20-Dec-95,R,N,Faulty gypsum block removed and replaced with new on 20-DEC_95
T08,,WSPEED,13-Dec-95,10-Jan-96,R,N,Wind speed sensor removed to replace reed switch. Temporary sensor inserted in mean time
T08,,SWATER,04-Nov-97,04-Nov-97,D,N,Gypsum block replaced.
T08,,STMP10,04-Nov-97,04-Nov-97,D,N,Repaired probe replaced and recalibrated.
T08,,,30-Apr-98,30-Apr-98,D,N,Replaced cracked upper (sky) dome of net solarimeter and silica gel on AWS
T08,,NETRAD,30-Apr-98,30-Apr-98,D,N,Day 120 12:00 not data for net radiation
T08,,,02-Nov-98,06-Nov-98,R,N,The logger was removed for IH to program in the theta probe. The solar radiation and dry bulb temp were recorded using a different instrument. This data wasn't loaded into the main tables but is available in users/ecn/indata/wyt/ma/d788b
T08,,,26-May-99,26-May-99,D,N,Met area strimmed
T08,,,23-Jul-99,23-Jul-99,D,N,Met area strimmed
T08,,,10-Sep-99,10-Sep-99,D,N,AWS serviced.  Changed wet offset from -2.2 to -2.6 and 10cm soil offset from -0.77393 to -1.39
T08,,STMP30,21-Jul-99,06-Nov-99,R,N,Probe checked as it was 1.2C higher than manual temperature.  It read ok in ice water. May have been buried at the wrong depth on6/11/99.  Over winter it had not varied greatly from manual and so cannot alter data.
T08,,STMP30,02-Feb-00,01-Apr-00,R,N,"Probe reading 1C too high (ok previous week) on day 31 compared to manual reading, rising to 2.4C by day 81.  Probe disconnected from day 81 to day 91."
T08,,,25-Aug-00,25-Aug-00,D,N,AWS serviced
T08,,,07-Nov-02,07-Nov-02,D,N,"Serviced AWS, changed 10cm soil temperature offset from -1.34 to -1.66. Altered clock as had been 7 minutes slow."
T08,,,01-Jan-03,01-Jun-03,R,N,10cm soil data removed by site - probe removed due to out of range readings
T08,,,07-Nov-03,07-Nov-03,D,N,Wet bulb offset changed from -2.68 to -2.0
T08,,,07-Nov-03,07-Nov-03,D,N,AWS serviced
T08,,,01-Mar-04,01-Mar-04,D,N,Wet bulb offset changed from -2.0 to -1.7 after comparison with another AWS running along side and checking in iced water
T08,,,13-Aug-04,13-Aug-04,D,N,"Plastic domes were replaced as the upper one had been pecked by birds,
and the silica gel was replaced"
T08,,,03-Sep-04,03-Sep-04,D,N,Silica gel was again replaced as there was a bit of condensation in the domes.
T08,,,12-Nov-04,12-Nov-04,D,N,"Serviced AWS, wet bulb offset changed from -1.7 to -2.3, 
and dry bulb offset changed from -0.958 to -0.754"
T08,,,12-Apr-05,04-May-05,R,N,"Dry air temperature missing 12-Apr-2005 22:00 to 21-Apr-2005 11:00. The wick then taken off the wet bulb and this data then used as dry air temp, so wet bulb temp data missing from day 21-Apr-2005 12:00 to day 4-May-2005 10:00."
T08,,,29-Jun-05,19-Oct-05,R,N,"Problems with rainfall guage due to moisture getting into connector - data missing 29-Jun-2005 11:00 to 6-Jul-2005 04:00, 19-Jul-2005 19:00 to 30-Jul-2005 18:00, 21-Sep-2005 07:00 to 27-Sep-2005 13:00, and 19-Oct-2005 11:00 to 20-Oct-2005 05:00. Roving AWS rainfall data available for period 24-Aug-2005 07:00 to 21-Sep-2005 06:00. A spare rainfall guage was temporarily used from 27-Sep-2005 14:00 to 19-Oct-2005 10:00."
T08,,,12-Dec-05,12-Dec-05,D,N,"14:00 AWS serviced, no data.  10cm soil temp offset changed from -0.76 to
-0.46. 30cm soil temp offset changed from -0.50 to -0.03."
T08,,,03-Oct-06,03-Oct-06,D,N,AWS serviced
T08,,NETRAD,06-Apr-08,06-Apr-08,D,N,"Net radiation reading high, no known reason"
T08,,,23-Dec-10,25-Dec-10,R,N,Some hours' data missing.
T08,,RAIN,01-Jan-07,31-Dec-99,R,Y,Rainfall data from the old guage on AWS 01 array is more accurate than on newer AWS 02.
T09,,WSPEED,04-Jul-95,01-Aug-95,R,N,Wind speed values in error due to logger failure - set to null
T09,,SWATER,17-Oct-95,17-Oct-95,D,N,Soil moisture block replaced with new one. No apparent improvement in values...
T09,,SWATER,01-Sep-94,31-Dec-95,R,Y,Soil water values out of range - unreliable
T09,,RAIN,01-Sep-94,31-Dec-95,R,Y,"Rainfall values may be in error, due to water in plug. Decision pending...."
T09,,ALBSKY,01-Sep-94,10-Jan-96,R,Y,"Albedo values derive from instance readings hourly, and NOT hourly means. Corrected to be hourly means from 11.00 on 10-JAN-96"
T09,,ALBGRD,01-Sep-94,10-Jan-96,R,Y,"Albedo values derive from instance readings hourly, and NOT hourly means. Corrected to be hourly means from 11.00 on 10-JAN-96"
T09,,WSPEED,03-Jan-97,02-Feb-97,R,N,Data values unreliable and should not be used.
T09,,WETTMP,01-Jan-97,10-Mar-97,R,N,Programming error found which has been causing an over-reading of 0.4 degrees.
T09,,WDIR,01-Jan-97,10-Mar-97,R,N,Potentiometer found to be faulty. Reverted to 6 degree resolution wind vane.
T09,,DRYTMP,01-Jan-97,10-Mar-97,R,N,Programming error found which has been causing an over-reading of 0.65 degrees.
T09,,WETTMP,03-May-97,29-May-97,R,N,Wet bulb resevoir dried out sometime during 3 - 29 May. Values unreliable.
T09,,WETTMP,31-Aug-97,18-Sep-97,R,N,Wick did not reach bottom of wet bulb resevoir. Values unreliable.
T09,,NETRAD,04-Apr-98,05-May-98,R,N,Net radiometer dome broken by heavy rain on 4/4/98.  Dome replaced 5/5/98
T09,,RAIN,01-Apr-98,30-Jun-98,R,N,Rain is over-reading by 4% in comparison with manual guage
T09,,,01-Aug-98,03-Aug-98,R,N,"Electrical storm on 1/8/98 damaged logger. Error codes in data from 2/8/98 to 3/8/98. Communication problems from 3/8/98, leading to some missing data."
T09,,SWATER,03-Jul-99,04-Jul-99,R,N,No soil moisture reading as a result of electrical testing.
T09,,,06-Jul-99,06-Jul-99,D,N,Net radiometer domes and silica gel replaced (routine). Radiation screen was also cleaned.
T09,,,30-Jan-01,31-Mar-01,R,Y,"Where wet bulb temperature is greater than dry bulb, this is due to differential cooling/heating effects around 0 degrees C."
T09,,,15-Nov-02,15-Nov-02,D,N,net radiometer replaced
T09,,,05-Dec-02,05-Dec-02,D,N,"Sensor recalibration.  recalibration applied from this date for dry bulb.
        dry old: 0,40,-0.3,39.7 new: 0,40,0.1,40.1
This new calibration should probably be applied retrospectively, but as no date can be determined, it is only applied from day 339, 2002."
T09,,,28-Apr-03,29-Apr-03,R,N,data missing due to logger problems
T09,,,15-May-03,15-May-03,D,N,data missing due to logger problems
T09,,,08-Jun-03,30-Jun-03,R,Y,Net radiometer data after day 159 are dubious as a result of bird damage to the radiometer dome
T09,,,10-Aug-03,10-Aug-03,D,N,"Logger problems because of the hot weather on day 222. Data have been infilled with 5 minute instantaneous readings which are polled to a display unit from the same weather station. This activity was not affected, although the windspeed counter channel failed."
T09,,,10-Aug-03,11-Aug-03,R,N,Logger stopped because of the hot weather on day 222 17:00 to 223 10:00
T09,,,29-Aug-03,02-Sep-03,R,N,"Net radiometer replaced on day 241, although the new calibration values were
not set until 0900 on day 245. According to site, the new calibration was clearly in error, and all values were recalculated assuming the previous calibration. Corrections may need to be made to these data. The incorrect span is 16.01 mv/kW, conpared with the previous calibration of 8.96 mv/kW."
T09,,,27-Aug-03,11-Sep-03,R,N,The raingauge was found to be blocked on day 254. Site compared with the manual data.  This indicated that it was functioning until day 239. Raindata between days 239 and 254 were deleted by site.
T09,,,24-Nov-03,24-Nov-03,D,N,"Net radiometer replaced again on day 328. New calibration of 12.38 mv/KW
(apparantly) replacing old calibration of 16.01 mv/KW. I still have concerns
that this is incorrect, as the net:global ration is approx 0.45 compared to
0.55-0.62 for all other data. The original calibration has therefore been
retained: ELE will be contacted again over the calibration. These data are 
therefore potentially liable to change."
T09,,,17-Mar-04,18-Mar-04,R,N,16 hours data loss as a result of logger problems.
